CODIGO;PRODUCTO;DISPONIBLE PARA;CATEGORIAS;UNIDAD MEDIDA;PORCENTAJE IVA;COD BARRA;COSTO;COSTO TOTAL;PROVEEDOR;STOCKEABLE;ACEPTA STOCK NEGATIVO;TIPO DE PRODUCTO;DESCRIPCION;ULTIMA ACT. COSTO;MONEDA
5222195812163;CABLE DE RED PATCHCORD CAT 5E 20MTS;TODOS;CABLES Y ADAPTADORES > RED;UNIDAD;iva21;5222195812163;1706,61;1706,61;IMPOTEKNO;S;N;SIMPLE;;17/2/2025;PESOS
723540566064;CARGADOR TIME MICROUSB V8 2.1A + CABLE;TODOS;CARGADORES > MICRO USB - V8 - 220V;UNIDAD;iva21;723540566064;1005,79;1005,79;IMPOTEKNO;S;N;SIMPLE;;3/4/2025;PESOS
414795120889;ADAPTADOR UNIVERSAL MULTIVOLTAJE TW-003;TODOS;CARGADORES > DE PARED;UNIDAD;iva21;414795120889;4152,89;4152,89;IMPOTEKNO;S;N;SIMPLE;;17/2/2025;PESOS
6930149999894;JOYSTICK PC USB U-COM;TODOS;CONSOLAS > JOYSTICKS;UNIDAD;iva21;4008;5800,00;5800,00;ROCKY ELECTRONICA;S;N;SIMPLE;;9/5/2025;PESOS
812;ADAPTADOR VGA M A HDMI H + SONIDO - ADP-48007;TODOS;CABLES Y ADAPTADORES > HDMI;UNIDAD;iva21;812;3285,12;3285,12;IMPOTEKNO;S;S;SIMPLE;;17/2/2025;PESOS
8888021306040;ENERGIZER PILA DE AUDIOLOGIA N° 13 AUDIFONOS AZ312-DPA4 BLISTER X 8U;TODOS;PILAS > ALCALINAS;UNIDAD;iva105;8888021306040;5474,38;5474,38;JCK, JUAN;S;S;SIMPLE;;29/4/2025;PESOS
742832292184;RAPTOR GAMER AURICULAR SHADOW CORE RGB 7.1 CANCELACION SONIDO USB 3.5MM;TODOS;AUDIO > AURICULARES;UNIDAD;iva21;742832292184;23316,96;23316,96;JCK, JUAN;S;S;SIMPLE;;29/4/2025;PESOS
198154668891;"TABLET LENOVO TAB 10.1"" WUXGA 4GB+128GB + ESTUCHE TIPO FOLIO";TODOS;"TABLET > 10"" PULGADAS";UNIDAD;iva105;198154668891;207267,51;207267,51;INVID COMPUTERS;S;S;SIMPLE;;19/8/2025;PESOS
742832292092;"NOTEBOOK KELYX 15.6"" FHD AMD RYZEN 3-3200U 8GB M.2 256GB WIN 11 HOME GRIS OSCURO";TODOS;COMPUTADORAS > NOTEBOOKS;UNIDAD;iva105;742832292092;348638,01;348638,01;INVID COMPUTERS;S;S;SIMPLE;;30/5/2025;PESOS
10343973428;IMPRESORA MULTIFUNCIONAL EPSON ECOTANK L3560 WIFI;TODOS;IMPRESORAS > INKJET;UNIDAD;iva21;10343973428;356447,93;356447,93;INVID COMPUTERS;S;S;SIMPLE;;30/5/2025;PESOS
649528940063;MEMORIA UDIMM CRUCIAL BASICS 8GB DDR4 3200MHZ;TODOS;ACCESORIOS > DE PC;UNIDAD;iva105;649528940063;12026,45;12026,45;GRUPO NUCLEO, ANGEL;S;S;SIMPLE;;27/3/2025;PESOS
7798384610078;TABLET X-VIEW PROTON BEARS MAX 7 32GB 2GB DE MEMORIA RAM;TODOS;"TABLET > 7"" PULGADAS";UNIDAD;iva105;7798384610078;28905,89;28905,89;DYAMON SYSTEM;S;S;SIMPLE;;25/7/2025;PESOS
12872;ADAPTADOR USB TIPO C A USB 3.0 H OTG;TODOS;CABLES Y ADAPTADORES > USB;UNIDAD;iva21;12872;2260,33;2260,33;TECNOPRICES;S;S;SIMPLE;;12/5/2025;PESOS
18341;ADAPTADOR MICROUSB M A USB TIPO C H SOLO CARGA Y DATOS EN 2.0;TODOS;CABLES Y ADAPTADORES > MICRO USB - V8;UNIDAD;iva21;18341;1209,92;1209,92;TECNOPRICES;S;S;SIMPLE;;10/9/2025;PESOS
6928760169086;AURICULARES INALAMBRICOS DEPORTIVOS CONDUCCION OSEA LENOVO X4;TODOS;AUDIO > AURICULARES;UNIDAD;iva105;6928760169086;36199,09;36199,09;DIEGO COZZO, DIEGO;S;S;SIMPLE;;13/8/2025;PESOS
723540565920;VINCHA POPPIT GATITO BLUETOOTH;TODOS;AUDIO > AURICULARES;UNIDAD;iva21;723540565920;6921,49;6921,49;IMPOTEKNO;S;S;SIMPLE;;19/5/2025;PESOS
2068;LINTERNA LED RECARGABLE 3W 4 FUNCIONES;TODOS;ILUMINACION > LINTERNA LED;UNIDAD;iva21;2068;3511,57;3511,57;IMPOTEKNO;S;S;SIMPLE;;19/5/2025;PESOS
4056;POPPIT ELECTRONICO SPEED PUSH PERSONAJES;TODOS;JUGUETERIA > JUGUETES;UNIDAD;iva21;4046;3376,04;3376,04;IMPOTEKNO;S;S;SIMPLE;;19/5/2025;PESOS
723540564336;ALMOHADILLA REPOSAMUÑECAS;TODOS;ACCESORIOS > DE PC;UNIDAD;iva21;723540564336;4768,60;4768,60;IMPOTEKNO;S;S;SIMPLE;;19/5/2025;PESOS
83038;PIZARRA LED MARCADORES 15X15CM;TODOS;JUGUETERIA > JUGUETES;UNIDAD;iva21;83038;5791,74;5791,74;IMPOTEKNO;S;S;SIMPLE;;19/5/2025;PESOS
6951873104577;LINTERNA HYTOSHY LED RECARGABLE USB;TODOS;ILUMINACION > LINTERNA LED;UNIDAD;iva21;6951873104577;3305,78;3305,78;IMPOTEKNO;S;S;SIMPLE;;19/5/2025;PESOS
1305;PAD DE ESCRITORIO DISEÑO MELANGE 60X30 CM;TODOS;ACCESORIOS > DE PC;UNIDAD;iva21;1305;1862,00;1862,00;IMPOTEKNO;S;S;SIMPLE;;19/5/2025;PESOS
82017;TIRA LED 50X50 PARA TV 3M 90LED;TODOS;ILUMINACION > TIRA LED;UNIDAD;iva21;82017;3004,14;3004,14;IMPOTEKNO;S;S;SIMPLE;;19/5/2025;PESOS
1124;FUNDA UNIVERSAL SUMERGIBLE PARA CELULARES;TODOS;ACCESORIOS > DE CELULARES;UNIDAD;iva21;1124;631,00;631,40;IMPOTEKNO;S;S;SIMPLE;;10/11/2025;PESOS
6954189230366;MALETIN METALICO KIT DE ARTE DIBUJO 145 PIEZAS PARA NIÑOS;TODOS;JUGUETERIA > JUGUETES;UNIDAD;iva21;6954189230366;18852,66;18852,66;IMPOTEKNO;S;S;SIMPLE;;19/5/2025;PESOS
IP13;PROTECTOR E CAMARA PARA IPHNE 13 LISO NEGRO;TODOS;ACCESORIOS > DE CELULARES;UNIDAD;iva21;IP13;0,00;0,00;;S;S;SIMPLE;;;PESOS
6971664933659;SMARTWATCH HAYLOU SOLAR PLUS RT3 LS16 MIDE PASOS PULSACIONES OXIMETRO SUENO 105 MODOS DEPORTE CONTESTA LLAMADAS BLUETOOTH 5.3 220MAH IP68 466X466 PANTALLA 1.43 PULGADAS NEGRO;TODOS;RELOJES SMART > SMARTWATCH;UNIDAD;iva105;6971664933659;45630,78;45630,78;TECNOPRICES;S;S;SIMPLE;;18/6/2025;PESOS
97855074126;MOUSE LOGITECH WIR M185 GRIS;TODOS;MOUSE > INALAMBRICO;UNIDAD;iva105;;8870,59;8870,59;INVID COMPUTERS;S;S;SIMPLE;;19/6/2025;PESOS
742832292177;MOUSE RAPTOR STORM GRIP 9 BOTONES 8000DPI RETROILUMINADO;TODOS;MOUSE > GAMER;UNIDAD;iva105;742832292177;8705,88;8705,88;INVID COMPUTERS;S;S;SIMPLE;;19/6/2025;PESOS
1201;CABLE DE CARGA USB A MICROUSB 1,8M CON FILTRO PARA PS4;TODOS;CABLES Y ADAPTADORES > MICRO USB - V8;UNIDAD;iva21;1201;770,00;770,00;;S;N;SIMPLE;;18/2/2025;PESOS
903174;FUNDA SIGNOTECH 14 BOLSILLO BLACK;TODOS;ACCESORIOS > DE NOTEBOOKS;UNIDAD;iva21;93174;8975,21;8975,21;TODOINSUMOS;S;S;SIMPLE;;2/6/2025;PESOS
6936482100423;TONER ALTERNATIVO PANTUM PB210/211 GNEISS;TODOS;INSUMOS DE IMPRESION > TONERS ALTERNATIVOS;UNIDAD;iva21;6936482100423;12396,70;12396,70;TODOINSUMOS;S;S;SIMPLE;;15/8/2025;PESOS
6935482107432;TONER ALTERNATIVO GNEISS HP CF279A;TODOS;INSUMOS DE IMPRESION > TONERS ALTERNATIVOS;UNIDAD;iva21;6935482107432;5661,16;5661,16;TODOINSUMOS;S;N;SIMPLE;;11/4/2025;PESOS
100;SERVICIO TECNICO CELULARES;TODOS;SERVICIO TECNICO > CELULARES;UNIDAD;iva21;100;0,00;0,00;;S;S;SIMPLE;;;PESOS
6920620009112;GTC CARTUCHO ALTERNATIVO EPSON T133 TX125 MAGENTA;TODOS;INSUMOS DE IMPRESION > CARTUCHOS ALTERNATIVOS EPSON;UNIDAD;iva105;6920620009112;3110,41;3110,41;JCK, JUAN;S;S;SIMPLE;;27/6/2025;PESOS
7798137724977;TECLADO INALAMBRICO NOGA NKB-Q80 AZUL IDIOMA ESPAÑOL;TODOS;TECLADOS > INALAMBRICO;UNIDAD;iva105;7798137724977;18914,03;18914,03;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;15/8/2025;PESOS
2052;CAMARA KOSMO DE FOTOS INFANTIL PORTATIL CON IMPRESORA;TODOS;JUGUETERIA > JUGUETES;UNIDAD;iva21;2052;31818,18;31818,18;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;15/8/2025;PESOS
3002;PARLANTE PORTATIL BLUETOOTH RGB FORMA DE RUEDA;TODOS;AUDIO > PARLANTES;UNIDAD;iva21;3002;10330,58;10330,58;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;14/10/2025;PESOS
10680;RECEPTOR AUDIO BT-163 BLUETOOTH - SIN BATERIA SE ALIMENTA POR USB;TODOS;CABLES Y ADAPTADORES > AUDIO;UNIDAD;iva105;10680;2906,40;2906,40;TECNOPRICES;S;S;SIMPLE;;27/6/2025;PESOS
7790839918852;PARLANTE PORTATIL BLUETOOTH BT-13P IBEK USB/TF/AUX PLAY;TODOS;AUDIO > PARLANTES;UNIDAD;iva21;7790839918852;30165,29;30165,29;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;15/8/2025;PESOS
7798026132036;BASE CARGADOR INALAMBRICO TRV WEL201 CARGA RAPIDA 5V 2A 9V 1.8A;TODOS;CARGADORES > INALAMBRICO;UNIDAD;iva21;7798026132036;12652,20;12652,20;TECNOPRICES;S;S;SIMPLE;;27/6/2025;PESOS
97855110299;PARLANTES LOGITECH S150 2.4 WATTS USB STEREO NEGRO;TODOS;AUDIO > PARLANTES;UNIDAD;iva21;97855110299;17511,12;17511,12;TECNOPRICES;S;S;SIMPLE;;27/6/2025;PESOS
2053;PROYECTOR ASTRONAUTA DE PIE;TODOS;JUGUETERIA > JUGUETES;UNIDAD;iva21;2053;13223,14;13223,14;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;15/8/2025;PESOS
7895452660215;CAMARA FOTOS LAMBOTECH INFANTIL DIGITAL RECARGABLE FOTOS MINI;TODOS;JUGUETERIA > JUGUETES;UNIDAD;iva21;7895452660215;9504,14;9504,14;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;15/8/2025;PESOS
19163;CONTROL REMOTO TV BOX H96 MAX RK3318 H96 MINI V8 H96 MAX V11 H96 MAX H616 H96 MINI H8 H96 MAX RK3566 MX10 PRO MX10 + T95 X96 HK1 MAX X88 PRO REPRODUCTOR MULTIMEDIA ANDROID;TODOS;ACCESORIOS > DE TV;UNIDAD;iva105;19163;3675,73;3675,73;TECNOPRICES;S;S;SIMPLE;;15/4/2025;PESOS
19167;CONTROL REMOTO TV BOX T9 T95 T95Q T95N T95 MAX Q+ T95 PLUS HK1 X88 X96 H96 REPRODUCTOR MULTIMEDIA ANDROID;TODOS;ACCESORIOS > DE TV;UNIDAD;iva105;19167;4447,63;4447,63;TECNOPRICES;S;S;SIMPLE;;15/4/2025;PESOS
7798137389015;CABLE USB EXTENSION ALARGUE 3 MTS - CABLE USB M A USB H;TODOS;CABLES Y ADAPTADORES > USB;UNIDAD;iva21;7798137389015;1540,00;1540,00;TECNOPRICES;S;S;SIMPLE;;15/4/2025;PESOS
3135;PARLANTE SING-E ZQS3601 BLUETOOTH;TODOS;AUDIO > PARLANTES;UNIDAD;iva21;3135;51590,00;51590,00;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;29/10/2025;PESOS
3004;PARLANTE MASUYA BLUETOOTH RAUS-63832;TODOS;AUDIO > PARLANTES;UNIDAD;iva21;3004;38017,00;38016,53;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;15/8/2025;PESOS
1145029475906;SMART WATCH GT4  MOD-759  VERDE;TODOS;RELOJES SMART > SMARTWATCH;UNIDAD;iva105;1169029475906;16371,00;16371,00;ONLY DISTRIBUIDORA;S;S;SIMPLE;;29/10/2025;PESOS
1701;POP SOCKET INFANTILES;TODOS;ACCESORIOS > DE CELULARES;UNIDAD;iva21;1701;2480,00;0,00;DYD;S;N;SIMPLE;;;PESOS
7798137725301;ADAPTADOR BLUETOOTH 5.0 USB NOGANET NG-B60;TODOS;CONECTIVIDAD > ADAPTADOR BT USB;UNIDAD;iva105;7798137725301;3547,80;3547,80;TECNOPRICES;S;S;SIMPLE;;6/6/2025;PESOS
19587;LAPIZ OPTICO STYLUS CELULAR TABLET CAPACITIVO 2 EN 1 CON 2 PUNTAS A BATERIA CARGA POR PUERTO TIPO C INCLUYE CABLE - SOLO ANDROID NO ES COMPATIBLE CON APPLE IPAD;TODOS;ACCESORIOS > DE NOTEBOOKS;UNIDAD;iva105;19587;7072,80;7072,80;TECNOPRICES;S;S;SIMPLE;;6/6/2025;PESOS
7798137724960;TECLADO INALAMBRICO NOGA NKB-Q80 VIOLETA IDIOMA ESPAÑOL;TODOS;TECLADOS > INALAMBRICO;UNIDAD;iva105;7798137724960;18914,03;18914,03;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;15/8/2025;PESOS
7798137710543;MICROFONO NOGA NG-MI3308A DINAMICO OMNIDIRECCIONAL;TODOS;AUDIO > MICROFONOS;UNIDAD;iva21;7798137710543;9834,71;9834,71;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;15/8/2025;PESOS
7790839918883;PARLANTE PORTATIL BLUETOOTH BT-15P IBEK USB/TF/AUX PLAY;TODOS;AUDIO > PARLANTES;UNIDAD;iva21;7790839918883;24380,17;24380,17;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;15/8/2025;PESOS
3003;PARLANTE ORYX BT RIO SP1333;TODOS;AUDIO > PARLANTES;UNIDAD;iva21;3003;17768,60;17768,60;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;15/8/2025;PESOS
711719870258L;JOYSTICK INALAMBRICO COMPATIBLE PS4 COLOR LISO;TODOS;CONSOLAS > JOYSTICKS;UNIDAD;iva21;4002, 6926556542310;13476,00;13476,03;IMPOTEKNO;S;N;SIMPLE;;10/11/2025;PESOS
4055;CONSOLA HDMI DE VIDEOJUEGOS LITE GAMESTICK;TODOS;CONSOLAS > PORTATILES;UNIDAD;iva21;4055;23140,50;23140,50;DISTRIBUIDORA ORION, JOSE;S;S;SIMPLE;;15/8/2025;PESOS
1233;CABLE USB A FICHA 2.5 X 5.5MM 60CM;TODOS;CABLES Y ADAPTADORES > USB;UNIDAD;iva21;1233;2700,00;2700,00;SIN PROVEEDOR;S;S;SIMPLE;;5/5/2025;PESOS
6975174669381;ADAPTADOR DISPLAYPORT M A VGA H ALTERNATIVO - NO ES BIDIRECCIONAL;TODOS;CABLES Y ADAPTADORES > VGA;UNIDAD;iva21;6975174669381;3175,21;3175,21;TECNOPRICES;S;S;SIMPLE;;6/5/2025;PESOS
9356;FICHA DE RED RJ45 CAT5 METALICA AMP X UNIDAD;TODOS;CABLES Y ADAPTADORES > RED;UNIDAD;iva21;9356;138,00;138,00;TECNOPRICES;S;S;SIMPLE;;6/5/2025;PESOS
1848;ADAPTADOR DISPLAYPORT M A HDMI H - NO ES BIDIRECCIONAL - 1080P;TODOS;CABLES Y ADAPTADORES > HDMI;UNIDAD;iva21;1848;3208,80;3208,80;TECNOPRICES;S;S;SIMPLE;;6/5/2025;PESOS
742832295482;PAD MOUSE RAPTOR GAMER ULTRA GLIDE ANTIDESLIZANTE IMPERMEABLE XL 900X400X3MM;TODOS;ACCESORIOS > DE PC;UNIDAD;iva21;742832295482;10800,00;10800,00;JCK, JUAN;S;S;SIMPLE;;6/5/2025;PESOS
8436032295275;FUENTE SOLARMAX 600W KC-CFA600 COOLER 12CM +12V XXA 20+4PINES 2XMOLEX 2XSATA 1XFLOPPY;TODOS;ACCESORIOS > DE PC;UNIDAD;iva21;8436032295275;24315,70;24315,70;TECNOPRICES;S;S;SIMPLE;;6/5/2025;PESOS
1139;"FUNDA TABLET UNIVERSAL TECNOCEL TAB DISEÑO/LISA 10""- 11"" GIRA 360° NEGRO";TODOS;ACCESORIOS > DE TABLETS;UNIDAD;iva21;1139;4500,00;4500,00;JCK, JUAN;S;S;SIMPLE;;6/5/2025;PESOS
546;CABLE MINI HDMI A HDMI 1.5MTS;TODOS;CABLES Y ADAPTADORES > HDMI;UNIDAD;iva21;546;4830,00;4830,00;TECNOPRICES;S;S;SIMPLE;;9/9/2025;PESOS
840023258053;MOTOROLA G24 POWER DS 256GB+8GB INK BLUE;TODOS;CELULARES > SMARTPHONES;UNIDAD;iva21;840023258053;156921,49;156921,49;ATAXE ELECTRONICA;S;S;SIMPLE;;13/3/2025;PESOS
8806095389790;SAMSUNG GALAXY A15 DS 128GB+6GB BLUE BLACK;TODOS;CELULARES > SMARTPHONES;UNIDAD;iva21;8806095389790;178181,82;178181,82;ATAXE ELECTRONICA;S;S;SIMPLE;;13/3/2025;PESOS
6941812706329;XIAOMI REDMI 13C DS 256GB+8GB GLACIAR WHITE;TODOS;CELULARES > SMARTPHONES;UNIDAD;iva21;6941812706329;146611,57;146611,57;ITECOM - XIUN;S;S;SIMPLE;;13/3/2025;PESOS
6438409024800;NOKIA 106;TODOS;CELULARES > CON TECLADO;UNIDAD;iva21;6438409024800;22363,64;22363,64;CELL STORE;S;S;SIMPLE;;13/3/2025;PESOS
8803821235437;SAMSUNG GT-E1272;TODOS;CELULARES > CON TECLADO;UNIDAD;iva21;;24396,69;24396,69;CELL STORE;S;S;SIMPLE;;13/3/2025;PESOS
1283;CABLE HDMI A HDMI M/M 5 MTS MALLADO CON FILTRO;TODOS;CABLES Y ADAPTADORES > HDMI;UNIDAD;iva21;1283;2600,00;2600,00;IMPOTEKNO;S;S;SIMPLE;;23/6/2025;PESOS
700306604369;NETMAK NM-MAGNUM GAMEPAD JOYSTICK PC/PS3/ANDROID INALAMBRICO;TODOS;CONSOLAS > JOYSTICKS;UNIDAD;iva21;700306604369;17299,34;17299,34;JCK, JUAN;S;S;SIMPLE;;23/6/2025;PESOS
700306605861;NETMAK NM-NITRO JOYSTICK GAMEPAD ANDROID BT C/SOPORTE PARA PLAYSTATION 3(PS3), PLAYSTATION 4(PS4), NINTENDO SWITCH, PC Y ANDROID;TODOS;CONSOLAS > JOYSTICKS;UNIDAD;iva21;700306605861;15041,65;15041,65;JCK, JUAN;S;S;SIMPLE;;23/6/2025;PESOS
700306604017;NETMAK NM-DASH - JOYSTICK PS3 PC USB LED RGB;TODOS;CONSOLAS > JOYSTICKS;UNIDAD;iva21;700306604017;16393,39;16393,39;JCK, JUAN;S;S;SIMPLE;;23/6/2025;PESOS
7792641880266;NETMAK NM-C26 CABLE MINI PLUG 3.5 MM M/M 1.5MTS AUXILIAR AUDIO;TODOS;CABLES Y ADAPTADORES > AUDIO;UNIDAD;iva21;7792641880266;631,69;631,69;JCK, JUAN;S;S;SIMPLE;;23/6/2025;PESOS
INKDYEMEPL 504;TINTA GLOBAL EPSON T504 MAGENTA 70ML;TODOS;INSUMOS DE IMPRESION > TINTAS ALTERNATIVAS EPSON;UNIDAD;iva21;INKDYEMEPL 504;2005,79;2005,79;JCK, JUAN;S;S;SIMPLE;;13/3/2025;PESOS
INKDYECEPL 504;TINTA GLOBALEPSON T504 CYAN70ML;TODOS;INSUMOS DE IMPRESION > TINTAS ALTERNATIVAS EPSON;UNIDAD;iva21;INKDYECEPL 504;2005,79;2005,79;JCK, JUAN;S;S;SIMPLE;;13/3/2025;PESOS
91532410501626;ESTABILIZADOR DE TENSION LYONN 1200VA (800 WATT) TIPO 1ZAPATILLA;TODOS;ACCESORIOS > ESTABILIZADORES Y ZAPATILLAS;UNIDAD;iva21;91532410501626;31680,99;31680,99;GRUPO NUCLEO, ANGEL;S;S;SIMPLE;;13/3/2025;PESOS
63122;PC PCBOX AMD RYZEN 3 3200G, 8GB, SSD 240GB, SIN SISTEMA - KIT: TECLADO, MOUSE;TODOS;COMPUTADORAS > PC ESCRITORIO;UNIDAD;iva105;63122;200161,98;200161,98;GRUPO NUCLEO, ANGEL;S;S;SIMPLE;;13/3/2025;PESOS
101;SERVICIO TECNICO;TODOS;ACCESORIOS > DE PC;UNIDAD;iva21;101;0,00;0,00;;S;S;SIMPLE;;;PESOS
